county,precinct,office,district,party,candidate,votes,early_voting,absentee,election_day,provisional
Suwannee,Precinct 3 - Presbyterian Church,State House,10,,Under Votes,54,18,22,14,0
Suwannee,Precinct 4 - Coliseum,,,,Ballots Cast,1853,832,578,442,1
Suwannee,Precinct 4 - Coliseum,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 4 - Coliseum,President,,REP,Donald J. Trump,1459,685,403,370,1
Suwannee,Precinct 4 - Coliseum,President,,DEM,Joseph R. Biden,376,140,169,67,0
Suwannee,Precinct 4 - Coliseum,President,,LPF,Jo Jorgensen,7,4,0,3,0
Suwannee,Precinct 4 - Coliseum,President,,REF,De La Fuente,0,0,0,0,0
Suwannee,Precinct 4 - Coliseum,President,,PSL,La Riva,0,0,0,0,0
Suwannee,Precinct 4 - Coliseum,President,,GRE,Howie Hawkins,1,0,0,1,0
Suwannee,Precinct 4 - Coliseum,President,,CPF,Don Blankenship,0,0,0,0,0
Suwannee,Precinct 4 - Coliseum,President,,,Write-In,0,0,0,0,0
Suwannee,Precinct 4 - Coliseum,President,,,Over Votes,5,1,4,0,0
Suwannee,Precinct 4 - Coliseum,President,,,Under Votes,5,2,2,1,0
Suwannee,Precinct 4 - Coliseum,U.S. House,2,REP,Neal Dunn,1599,730,477,391,1
Suwannee,Precinct 4 - Coliseum,U.S. House,2,DEM,Write-In,7,2,4,1,0
Suwannee,Precinct 4 - Coliseum,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 4 - Coliseum,U.S. House,2,,Under Votes,203,76,80,47,0
Suwannee,Precinct 4 - Coliseum,State Senate,5,REP,Jennifer Bradley,1440,680,407,352,1
Suwannee,Precinct 4 - Coliseum,State Senate,5,DEM,Melina Rayna Barratt,346,137,147,65,0
Suwannee,Precinct 4 - Coliseum,State Senate,5,,Over Votes,0,0,0,0,0
Suwannee,Precinct 4 - Coliseum,State Senate,5,,Under Votes,67,18,24,25,0
Suwannee,Precinct 4 - Coliseum,State House,10,REP,Chuck Brannan,1477,691,421,364,1
Suwannee,Precinct 4 - Coliseum,State House,10,DEM,Rock Aboujaoude Jr,303,120,132,51,0
Suwannee,Precinct 4 - Coliseum,State House,10,,Over Votes,1,1,0,0,0
Suwannee,Precinct 4 - Coliseum,State House,10,,Under Votes,72,20,25,27,0
Suwannee,Precinct 5 - Diagnostic Center,,,,Ballots Cast,1163,534,352,277,0
Suwannee,Precinct 5 - Diagnostic Center,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 5 - Diagnostic Center,President,,REP,Donald J. Trump,900,431,235,234,0
Suwannee,Precinct 5 - Diagnostic Center,President,,DEM,Joseph R. Biden,248,96,112,40,0
Suwannee,Precinct 5 - Diagnostic Center,President,,LPF,Jo Jorgensen,11,6,2,3,0
Suwannee,Precinct 5 - Diagnostic Center,President,,REF,De La Fuente,0,0,0,0,0
Suwannee,Precinct 5 - Diagnostic Center,President,,PSL,La Riva,0,0,0,0,0
Suwannee,Precinct 5 - Diagnostic Center,President,,GRE,Howie Hawkins,1,0,1,0,0
Suwannee,Precinct 5 - Diagnostic Center,President,,CPF,Don Blankenship,0,0,0,0,0
Suwannee,Precinct 5 - Diagnostic Center,President,,,Write-In,2,1,1,0,0
Suwannee,Precinct 5 - Diagnostic Center,President,,,Over Votes,1,0,1,0,0
Suwannee,Precinct 5 - Diagnostic Center,President,,,Under Votes,0,0,0,0,0
Suwannee,Precinct 5 - Diagnostic Center,U.S. House,2,REP,Neal Dunn,1000,477,281,242,0
Suwannee,Precinct 5 - Diagnostic Center,U.S. House,2,DEM,Write-In,8,3,5,0,0
Suwannee,Precinct 5 - Diagnostic Center,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 5 - Diagnostic Center,U.S. House,2,,Under Votes,138,45,60,33,0
Suwannee,Precinct 5 - Diagnostic Center,State Senate,5,REP,Jennifer Bradley,888,432,228,228,0
Suwannee,Precinct 5 - Diagnostic Center,State Senate,5,DEM,Melina Rayna Barratt,234,86,106,42,0
Suwannee,Precinct 5 - Diagnostic Center,State Senate,5,,Over Votes,0,0,0,0,0
Suwannee,Precinct 5 - Diagnostic Center,State Senate,5,,Under Votes,41,16,18,7,0
Suwannee,Precinct 5 - Diagnostic Center,State House,10,REP,Chuck Brannan,900,437,235,228,0
Suwannee,Precinct 5 - Diagnostic Center,State House,10,DEM,Rock Aboujaoude Jr,210,77,94,39,0
Suwannee,Precinct 5 - Diagnostic Center,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 5 - Diagnostic Center,State House,10,,Under Votes,53,20,23,10,0
Suwannee,Precinct 6 -  Luraville,,,,Ballots Cast,1185,374,377,430,4
Suwannee,Precinct 6 -  Luraville,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 6 -  Luraville,President,,REP,Donald J. Trump,985,336,265,380,4
Suwannee,Precinct 6 -  Luraville,President,,DEM,Joseph R. Biden,186,36,110,40,0
Suwannee,Precinct 6 -  Luraville,President,,LPF,Jo Jorgensen,7,1,0,6,0
Suwannee,Precinct 6 -  Luraville,President,,REF,De La Fuente,0,0,0,0,0
Suwannee,Precinct 6 -  Luraville,President,,PSL,La Riva,1,0,0,1,0
Suwannee,Precinct 6 -  Luraville,President,,GRE,Howie Hawkins,5,1,2,2,0
Suwannee,Precinct 6 -  Luraville,President,,CPF,Don Blankenship,0,0,0,0,0
Suwannee,Precinct 6 -  Luraville,President,,,Write-In,0,0,0,0,0
Suwannee,Precinct 6 -  Luraville,President,,,Over Votes,0,0,0,0,0
Suwannee,Precinct 6 -  Luraville,President,,,Under Votes,1,0,0,1,0
Suwannee,Precinct 6 -  Luraville,U.S. House,2,REP,Neal Dunn,1036,337,304,391,4
Suwannee,Precinct 6 -  Luraville,U.S. House,2,DEM,Write-In,6,3,3,0,0
Suwannee,Precinct 6 -  Luraville,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 6 -  Luraville,U.S. House,2,,Under Votes,122,25,62,35,0
Suwannee,Precinct 6 -  Luraville,State Senate,5,REP,Jennifer Bradley,966,330,265,367,4
Suwannee,Precinct 6 -  Luraville,State Senate,5,DEM,Melina Rayna Barratt,183,35,104,44,0
Suwannee,Precinct 6 -  Luraville,State Senate,5,,Over Votes,0,0,0,0,0
Suwannee,Precinct 6 -  Luraville,State Senate,5,,Under Votes,36,9,8,19,0
Suwannee,Precinct 6 -  Luraville,State House,10,REP,Chuck Brannan,981,330,272,375,4
Suwannee,Precinct 6 -  Luraville,State House,10,DEM,Rock Aboujaoude Jr,168,33,95,40,0
Suwannee,Precinct 6 -  Luraville,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 6 -  Luraville,State House,10,,Under Votes,36,11,10,15,0
Suwannee,Precinct 7 - Mt. Gilead,,,,Ballots Cast,786,300,245,239,2
Suwannee,Precinct 7 - Mt. Gilead,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 7 - Mt. Gilead,President,,REP,Donald J. Trump,630,262,155,212,1
Suwannee,Precinct 7 - Mt. Gilead,President,,DEM,Joseph R. Biden,149,38,85,25,1
Suwannee,Precinct 7 - Mt. Gilead,President,,LPF,Jo Jorgensen,2,0,0,2,0
Suwannee,Precinct 7 - Mt. Gilead,President,,REF,De La Fuente,0,0,0,0,0
Suwannee,Precinct 7 - Mt. Gilead,President,,PSL,La Riva,1,0,1,0,0
Suwannee,Precinct 7 - Mt. Gilead,President,,GRE,Howie Hawkins,0,0,0,0,0
Suwannee,Precinct 7 - Mt. Gilead,President,,CPF,Don Blankenship,0,0,0,0,0
Suwannee,Precinct 7 - Mt. Gilead,President,,,Write-In,1,0,1,0,0
Suwannee,Precinct 7 - Mt. Gilead,President,,,Over Votes,2,0,2,0,0
Suwannee,Precinct 7 - Mt. Gilead,President,,,Under Votes,1,0,1,0,0
Suwannee,Precinct 7 - Mt. Gilead,U.S. House,2,REP,Neal Dunn,683,272,190,220,1
Suwannee,Precinct 7 - Mt. Gilead,U.S. House,2,DEM,Write-In,7,0,4,3,0
Suwannee,Precinct 7 - Mt. Gilead,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 7 - Mt. Gilead,U.S. House,2,,Under Votes,74,22,38,13,1
Suwannee,Precinct 7 - Mt. Gilead,State Senate,5,REP,Jennifer Bradley,628,255,162,210,1
Suwannee,Precinct 7 - Mt. Gilead,State Senate,5,DEM,Melina Rayna Barratt,133,34,76,22,1
Suwannee,Precinct 7 - Mt. Gilead,State Senate,5,,Over Votes,0,0,0,0,0
Suwannee,Precinct 7 - Mt. Gilead,State Senate,5,,Under Votes,25,11,7,7,0
Suwannee,Precinct 7 - Mt. Gilead,State House,10,REP,Chuck Brannan,636,258,162,215,1
Suwannee,Precinct 7 - Mt. Gilead,State House,10,DEM,Rock Aboujaoude Jr,126,32,75,19,0
Suwannee,Precinct 7 - Mt. Gilead,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 7 - Mt. Gilead,State House,10,,Under Votes,24,10,8,5,1
Suwannee,Precinct 8 - Rocky Sink,,,,Ballots Cast,948,347,266,330,5
Suwannee,Precinct 8 - Rocky Sink,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 8 - Rocky Sink,President,,REP,Donald J. Trump,772,309,182,278,3
Suwannee,Precinct 8 - Rocky Sink,President,,DEM,Joseph R. Biden,160,35,80,44,1
Suwannee,Precinct 8 - Rocky Sink,President,,LPF,Jo Jorgensen,9,2,1,6,0
Suwannee,Precinct 8 - Rocky Sink,President,,REF,De La Fuente,0,0,0,0,0
Suwannee,Precinct 8 - Rocky Sink,President,,PSL,La Riva,1,0,0,1,0
Suwannee,Precinct 8 - Rocky Sink,President,,GRE,Howie Hawkins,1,0,0,1,0
Suwannee,Precinct 8 - Rocky Sink,President,,CPF,Don Blankenship,0,0,0,0,0
Suwannee,Precinct 8 - Rocky Sink,President,,,Write-In,3,1,1,0,1
Suwannee,Precinct 8 - Rocky Sink,President,,,Over Votes,1,0,1,0,0
Suwannee,Precinct 8 - Rocky Sink,President,,,Under Votes,1,0,1,0,0
Suwannee,Precinct 8 - Rocky Sink,U.S. House,2,REP,Neal Dunn,822,320,198,302,2
Suwannee,Precinct 8 - Rocky Sink,U.S. House,2,DEM,Write-In,12,1,11,0,0
Suwannee,Precinct 8 - Rocky Sink,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 8 - Rocky Sink,U.S. House,2,,Under Votes,99,24,45,27,3
Suwannee,Precinct 8 - Rocky Sink,State Senate,5,REP,Jennifer Bradley,764,303,181,277,3
Suwannee,Precinct 8 - Rocky Sink,State Senate,5,DEM,Melina Rayna Barratt,144,32,72,39,1
Suwannee,Precinct 8 - Rocky Sink,State Senate,5,,Over Votes,1,0,0,1,0
Suwannee,Precinct 8 - Rocky Sink,State Senate,5,,Under Votes,39,12,13,13,1
Suwannee,Precinct 8 - Rocky Sink,State House,10,REP,Chuck Brannan,774,309,177,285,3
Suwannee,Precinct 8 - Rocky Sink,State House,10,DEM,Rock Aboujaoude Jr,132,27,73,31,1
Suwannee,Precinct 8 - Rocky Sink,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 8 - Rocky Sink,State House,10,,Under Votes,42,11,16,14,1
Suwannee,Precinct 9 -  Dowling Park,,,,Ballots Cast,1255,604,460,191,0
Suwannee,Precinct 9 -  Dowling Park,,,,Ballots Cast Blank,1,0,1,0,0
Suwannee,Precinct 9 -  Dowling Park,President,,REP,Donald J. Trump,997,520,310,167,0
Suwannee,Precinct 9 -  Dowling Park,President,,DEM,Joseph R. Biden,233,76,138,19,0
Suwannee,Precinct 9 -  Dowling Park,President,,LPF,Jo Jorgensen,6,3,1,2,0
Suwannee,Precinct 9 -  Dowling Park,President,,REF,De La Fuente,1,0,0,1,0
Suwannee,Precinct 9 -  Dowling Park,President,,PSL,La Riva,1,0,1,0,0
Suwannee,Precinct 9 -  Dowling Park,President,,GRE,Howie Hawkins,0,0,0,0,0
Suwannee,Precinct 9 -  Dowling Park,President,,CPF,Don Blankenship,2,1,1,0,0
Suwannee,Precinct 9 -  Dowling Park,President,,,Write-In,5,2,2,1,0
Suwannee,Precinct 9 -  Dowling Park,President,,,Over Votes,4,0,4,0,0
Suwannee,Precinct 9 -  Dowling Park,President,,,Under Votes,6,2,3,1,0
Suwannee,Precinct 9 -  Dowling Park,U.S. House,2,REP,Neal Dunn,1060,526,361,173,0
Suwannee,Precinct 9 -  Dowling Park,U.S. House,2,DEM,Write-In,9,0,9,0,0
Suwannee,Precinct 9 -  Dowling Park,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 9 -  Dowling Park,U.S. House,2,,Under Votes,164,68,80,16,0
Suwannee,Precinct 9 -  Dowling Park,State Senate,5,REP,Jennifer Bradley,987,506,320,161,0
Suwannee,Precinct 9 -  Dowling Park,State Senate,5,DEM,Melina Rayna Barratt,205,70,112,23,0
Suwannee,Precinct 9 -  Dowling Park,State Senate,5,,Over Votes,0,0,0,0,0
Suwannee,Precinct 9 -  Dowling Park,State Senate,5,,Under Votes,63,28,28,7,0
Suwannee,Precinct 9 -  Dowling Park,State House,10,REP,Chuck Brannan,984,504,321,159,0
Suwannee,Precinct 9 -  Dowling Park,State House,10,DEM,Rock Aboujaoude Jr,190,61,107,22,0
Suwannee,Precinct 9 -  Dowling Park,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 9 -  Dowling Park,State House,10,,Under Votes,81,39,32,10,0
Suwannee,Precinct 10 - McAlpin,,,,Ballots Cast,1428,542,406,478,2
Suwannee,Precinct 10 - McAlpin,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 10 - McAlpin,President,,REP,Donald J. Trump,1155,455,265,433,2
Suwannee,Precinct 10 - McAlpin,President,,DEM,Joseph R. Biden,254,81,132,41,0
Suwannee,Precinct 10 - McAlpin,President,,LPF,Jo Jorgensen,5,2,1,2,0
Suwannee,Precinct 10 - McAlpin,President,,REF,De La Fuente,1,1,0,0,0
Suwannee,Precinct 10 - McAlpin,President,,PSL,La Riva,0,0,0,0,0
Suwannee,Precinct 10 - McAlpin,President,,GRE,Howie Hawkins,2,0,1,1,0
Suwannee,Precinct 10 - McAlpin,President,,CPF,Don Blankenship,0,0,0,0,0
Suwannee,Precinct 10 - McAlpin,President,,,Write-In,3,0,2,1,0
Suwannee,Precinct 10 - McAlpin,President,,,Over Votes,5,2,3,0,0
Suwannee,Precinct 10 - McAlpin,President,,,Under Votes,3,1,2,0,0
Suwannee,Precinct 10 - McAlpin,U.S. House,2,REP,Neal Dunn,1217,476,313,426,2
Suwannee,Precinct 10 - McAlpin,U.S. House,2,DEM,Write-In,9,4,5,0,0
Suwannee,Precinct 10 - McAlpin,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 10 - McAlpin,U.S. House,2,,Under Votes,161,47,70,44,0
Suwannee,Precinct 10 - McAlpin,State Senate,5,REP,Jennifer Bradley,1152,449,277,424,2
Suwannee,Precinct 10 - McAlpin,State Senate,5,DEM,Melina Rayna Barratt,227,76,113,38,0
Suwannee,Precinct 10 - McAlpin,State Senate,5,,Over Votes,1,0,0,1,0
Suwannee,Precinct 10 - McAlpin,State Senate,5,,Under Votes,48,17,16,15,0
Suwannee,Precinct 10 - McAlpin,State House,10,REP,Chuck Brannan,1152,450,277,423,2
Suwannee,Precinct 10 - McAlpin,State House,10,DEM,Rock Aboujaoude Jr,223,68,117,38,0
Suwannee,Precinct 10 - McAlpin,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 10 - McAlpin,State House,10,,Under Votes,53,24,12,17,0
Suwannee,Precinct 11 -  O'Brien,,,,Ballots Cast,1467,588,373,503,3
Suwannee,Precinct 11 -  O'Brien,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 11 -  O'Brien,President,,REP,Donald J. Trump,1202,494,255,450,3
Suwannee,Precinct 11 -  O'Brien,President,,DEM,Joseph R. Biden,241,87,109,45,0
Suwannee,Precinct 11 -  O'Brien,President,,LPF,Jo Jorgensen,10,4,0,6,0
Suwannee,Precinct 11 -  O'Brien,President,,REF,De La Fuente,0,0,0,0,0
Suwannee,Precinct 11 -  O'Brien,President,,PSL,La Riva,1,0,1,0,0
Suwannee,Precinct 11 -  O'Brien,President,,GRE,Howie Hawkins,3,1,2,0,0
Suwannee,Precinct 11 -  O'Brien,President,,CPF,Don Blankenship,0,0,0,0,0
Suwannee,Precinct 11 -  O'Brien,President,,,Write-In,4,2,2,0,0
Suwannee,Precinct 11 -  O'Brien,President,,,Over Votes,3,0,1,2,0
Suwannee,Precinct 11 -  O'Brien,President,,,Under Votes,3,0,3,0,0
Suwannee,Precinct 11 -  O'Brien,U.S. House,2,REP,Neal Dunn,1265,508,294,460,3
Suwannee,Precinct 11 -  O'Brien,U.S. House,2,DEM,Write-In,13,3,10,0,0
Suwannee,Precinct 11 -  O'Brien,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 11 -  O'Brien,U.S. House,2,,Under Votes,162,68,57,37,0
Suwannee,Precinct 11 -  O'Brien,State Senate,5,REP,Jennifer Bradley,1181,481,255,442,3
Suwannee,Precinct 11 -  O'Brien,State Senate,5,DEM,Melina Rayna Barratt,236,80,107,49,0
Suwannee,Precinct 11 -  O'Brien,State Senate,5,,Over Votes,2,1,0,1,0
Suwannee,Precinct 11 -  O'Brien,State Senate,5,,Under Votes,48,26,11,11,0
Suwannee,Precinct 11 -  O'Brien,State House,10,REP,Chuck Brannan,1189,485,257,444,3
Suwannee,Precinct 11 -  O'Brien,State House,10,DEM,Rock Aboujaoude Jr,208,69,97,42,0
Suwannee,Precinct 11 -  O'Brien,State House,10,,Over Votes,0,0,0,0,0
Suwannee,Precinct 11 -  O'Brien,State House,10,,Under Votes,70,34,19,17,0
Suwannee,Precinct 12 - Wellborn,,,,Ballots Cast,1669,468,498,700,3
Suwannee,Precinct 12 - Wellborn,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 12 - Wellborn,President,,REP,Donald J. Trump,1385,413,352,618,2
Suwannee,Precinct 12 - Wellborn,President,,DEM,Joseph R. Biden,255,50,135,69,1
Suwannee,Precinct 12 - Wellborn,President,,LPF,Jo Jorgensen,14,4,4,6,0
Suwannee,Precinct 12 - Wellborn,President,,REF,De La Fuente,1,0,1,0,0
Suwannee,Precinct 12 - Wellborn,President,,PSL,La Riva,0,0,0,0,0
Suwannee,Precinct 12 - Wellborn,President,,GRE,Howie Hawkins,3,1,2,0,0
Suwannee,Precinct 12 - Wellborn,President,,CPF,Don Blankenship,0,0,0,0,0
Suwannee,Precinct 12 - Wellborn,President,,,Write-In,4,0,0,4,0
Suwannee,Precinct 12 - Wellborn,President,,,Over Votes,2,0,2,0,0
Suwannee,Precinct 12 - Wellborn,President,,,Under Votes,5,0,2,3,0
Suwannee,Precinct 12 - Wellborn,U.S. House,2,REP,Neal Dunn,1484,422,403,656,3
Suwannee,Precinct 12 - Wellborn,U.S. House,2,DEM,Write-In,7,2,4,1,0
Suwannee,Precinct 12 - Wellborn,U.S. House,2,,Over Votes,0,0,0,0,0
Suwannee,Precinct 12 - Wellborn,U.S. House,2,,Under Votes,142,35,72,35,0
Suwannee,Precinct 12 - Wellborn,State Senate,5,REP,Jennifer Bradley,1387,413,354,618,2
Suwannee,Precinct 12 - Wellborn,State Senate,5,DEM,Melina Rayna Barratt,244,45,130,68,1
Suwannee,Precinct 12 - Wellborn,State Senate,5,,Over Votes,1,0,0,1,0
Suwannee,Precinct 12 - Wellborn,State Senate,5,,Under Votes,37,10,14,13,0
Suwannee,Precinct 12 - Wellborn,State House,10,REP,Chuck Brannan,1409,412,367,628,2
Suwannee,Precinct 12 - Wellborn,State House,10,DEM,Rock Aboujaoude Jr,221,41,117,62,1
Suwannee,Precinct 12 - Wellborn,State House,10,,Over Votes,1,1,0,0,0
Suwannee,Precinct 12 - Wellborn,State House,10,,Under Votes,38,14,14,10,0
Suwannee,Precinct 13 -  Branford,,,,Ballots Cast,1801,953,367,477,4
Suwannee,Precinct 13 -  Branford,,,,Ballots Cast Blank,0,0,0,0,0
Suwannee,Precinct 13 -  Branford,President,,REP,Donald J. Trump,1517,847,242,424,4
Suwannee,Precinct 13 -  Branford,President,,DEM,Joseph R. Biden,259,99,118,42,0
Suwannee,Precinct 13 -  Branford,President,,LPF,Jo Jorgensen,16,6,3,7,0
Suwannee,Precinct 13 -  Branford,President,,REF,De La Fuente,0,0,0,0,0
Suwannee,Precinct 13 -  Branford,President,,PSL,La Riva,0,0,0,0,0
Suwannee,Precinct 13 -  Branford,President,,GRE,Howie Hawkins,2,0,2,0,0
Suwannee,Precinct 13 -  Branford,President,,CPF,Don Blankenship,1,0,0,1,0
Suwannee,Precinct 13 -  Branford,President,,,Write-In,1,0,1,0,0
Suwannee,Precinct 13 -  Branford,President,,,Over Votes,0,0,0,0,0
Suwannee,Precinct 13 -  Branford,President,,,Under Votes,5,1,1,3,0
Suwannee,Precinct 13 -  Branford,U.S. House,2,REP,Neal Dunn,1596,860,290,442,4
