county,precinct,office,district,party,candidate,election_day,early_voting,mail,votes
Orange,210,President,,,OVER VOTES,,,,6
Orange,210,President,,,UNDER VOTES,,,,2
Orange,211,President,,REP,Donald J. Trump,68,132,107,307
Orange,211,President,,DEM,Joseph R. Biden,140,615,570,1325
Orange,211,President,,LPF,Jo Jorgensen,,,,6
Orange,211,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,211,President,,PSL,Gloria La Riva,,,,4
Orange,211,President,,GRE,Howie Hawkins,,,,2
Orange,211,President,,CPF,Don Blankenship,,,,0
Orange,211,President,,,WRITE-IN,,,,2
Orange,211,President,,,OVER VOTES,,,,10
Orange,211,President,,,UNDER VOTES,,,,4
Orange,212,President,,REP,Donald J. Trump,101,123,108,332
Orange,212,President,,DEM,Joseph R. Biden,,,,1165
Orange,212,President,,LPF,Jo Jorgensen,,,,4
Orange,212,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,212,President,,PSL,Gloria La Riva,,,,3
Orange,212,President,,GRE,Howie Hawkins,,,,0
Orange,212,President,,CPF,Don Blankenship,,,,0
Orange,212,President,,,WRITE-IN,,,,5
Orange,212,President,,,OVER VOTES,,,,8
Orange,212,President,,,UNDER VOTES,,,,2
Orange,213,President,,REP,Donald J. Trump,,,,447
Orange,213,President,,DEM,Joseph R. Biden,,,,2663
Orange,213,President,,LPF,Jo Jorgensen,,,,11
Orange,213,President,,REF,"Roque ""Rocky"" De La Fuente",,,,2
Orange,213,President,,PSL,Gloria La Riva,,,,3
Orange,213,President,,GRE,Howie Hawkins,,,,6
Orange,213,President,,CPF,Don Blankenship,,,,1
Orange,213,President,,,WRITE-IN,,,,9
Orange,213,President,,,OVER VOTES,,,,21
Orange,213,President,,,UNDER VOTES,,,,12
Orange,214,President,,REP,Donald J. Trump,143,282,277,702
Orange,214,President,,DEM,Joseph R. Biden,415,1134,1036,2585
Orange,214,President,,LPF,Jo Jorgensen,,,,21
Orange,214,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,214,President,,PSL,Gloria La Riva,,,,4
Orange,214,President,,GRE,Howie Hawkins,,,,8
Orange,214,President,,CPF,Don Blankenship,,,,3
Orange,214,President,,,WRITE-IN,,,,16
Orange,214,President,,,OVER VOTES,,,,18
Orange,214,President,,,UNDER VOTES,,,,8
Orange,215,President,,REP,Donald J. Trump,76,179,156,411
Orange,215,President,,DEM,Joseph R. Biden,,,,2483
Orange,215,President,,LPF,Jo Jorgensen,,,,12
Orange,215,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,215,President,,PSL,Gloria La Riva,,,,3
Orange,215,President,,GRE,Howie Hawkins,,,,6
Orange,215,President,,CPF,Don Blankenship,,,,0
Orange,215,President,,,WRITE-IN,,,,4
Orange,215,President,,,OVER VOTES,,,,32
Orange,215,President,,,UNDER VOTES,,,,12
Orange,216,President,,REP,Donald J. Trump,58,132,153,343
Orange,216,President,,DEM,Joseph R. Biden,165,631,631,1427
Orange,216,President,,LPF,Jo Jorgensen,,,,5
Orange,216,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,216,President,,PSL,Gloria La Riva,,,,1
Orange,216,President,,GRE,Howie Hawkins,,,,0
Orange,216,President,,CPF,Don Blankenship,,,,1
Orange,216,President,,,WRITE-IN,,,,3
Orange,216,President,,,OVER VOTES,,,,11
Orange,216,President,,,UNDER VOTES,,,,9
Orange,217,President,,REP,Donald J. Trump,96,247,180,523
Orange,217,President,,DEM,Joseph R. Biden,,,,2738
Orange,217,President,,LPF,Jo Jorgensen,,,,8
Orange,217,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,217,President,,PSL,Gloria La Riva,,,,2
Orange,217,President,,GRE,Howie Hawkins,,,,7
Orange,217,President,,CPF,Don Blankenship,,,,0
Orange,217,President,,,WRITE-IN,,,,8
Orange,217,President,,,OVER VOTES,,,,21
Orange,217,President,,,UNDER VOTES,,,,5
Orange,218,President,,REP,Donald J. Trump,176,577,388,1141
Orange,218,President,,DEM,Joseph R. Biden,123,774,840,1737
Orange,218,President,,LPF,Jo Jorgensen,,,,31
Orange,218,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,218,President,,PSL,Gloria La Riva,,,,4
Orange,218,President,,GRE,Howie Hawkins,,,,5
Orange,218,President,,CPF,Don Blankenship,,,,0
Orange,218,President,,,WRITE-IN,,,,2
Orange,218,President,,,OVER VOTES,,,,2
Orange,218,President,,,UNDER VOTES,,,,8
Orange,219,President,,REP,Donald J. Trump,174,517,338,1029
Orange,219,President,,DEM,Joseph R. Biden,141,794,1010,1945
Orange,219,President,,LPF,Jo Jorgensen,,,,22
Orange,219,President,,REF,"Roque ""Rocky"" De La Fuente",,,,4
Orange,219,President,,PSL,Gloria La Riva,,,,1
Orange,219,President,,GRE,Howie Hawkins,,,,10
Orange,219,President,,CPF,Don Blankenship,,,,0
Orange,219,President,,,WRITE-IN,,,,4
Orange,219,President,,,OVER VOTES,,,,8
Orange,219,President,,,UNDER VOTES,,,,9
Orange,220,President,,REP,Donald J. Trump,361,800,535,1696
Orange,220,President,,DEM,Joseph R. Biden,166,631,763,1560
Orange,220,President,,LPF,Jo Jorgensen,,,,30
Orange,220,President,,REF,"Roque ""Rocky"" De La Fuente",,,,2
Orange,220,President,,PSL,Gloria La Riva,,,,1
Orange,220,President,,GRE,Howie Hawkins,,,,1
Orange,220,President,,CPF,Don Blankenship,,,,4
Orange,220,President,,,WRITE-IN,,,,6
Orange,220,President,,,OVER VOTES,,,,7
Orange,220,President,,,UNDER VOTES,,,,11
Orange,221,President,,REP,Donald J. Trump,372,600,376,1348
Orange,221,President,,DEM,Joseph R. Biden,,,,1266
Orange,221,President,,LPF,Jo Jorgensen,,,,21
Orange,221,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,221,President,,PSL,Gloria La Riva,,,,1
Orange,221,President,,GRE,Howie Hawkins,,,,5
Orange,221,President,,CPF,Don Blankenship,,,,0
Orange,221,President,,,WRITE-IN,,,,7
Orange,221,President,,,OVER VOTES,,,,13
Orange,221,President,,,UNDER VOTES,,,,7
Orange,222,President,,REP,Donald J. Trump,295,645,386,1326
Orange,222,President,,DEM,Joseph R. Biden,224,1125,1151,2500
Orange,222,President,,LPF,Jo Jorgensen,,,,22
Orange,222,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,222,President,,PSL,Gloria La Riva,,,,3
Orange,222,President,,GRE,Howie Hawkins,,,,6
Orange,222,President,,CPF,Don Blankenship,,,,1
Orange,222,President,,,WRITE-IN,,,,11
Orange,222,President,,,OVER VOTES,,,,12
Orange,222,President,,,UNDER VOTES,,,,17
Orange,223,President,,REP,Donald J. Trump,,,,1425
Orange,223,President,,DEM,Joseph R. Biden,223,1481,1562,3266
Orange,223,President,,LPF,Jo Jorgensen,,,,24
Orange,223,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,223,President,,PSL,Gloria La Riva,,,,4
Orange,223,President,,GRE,Howie Hawkins,,,,13
Orange,223,President,,CPF,Don Blankenship,,,,0
Orange,223,President,,,WRITE-IN,,,,12
Orange,223,President,,,OVER VOTES,,,,10
Orange,223,President,,,UNDER VOTES,,,,13
Orange,224,President,,REP,Donald J. Trump,251,275,248,774
Orange,224,President,,DEM,Joseph R. Biden,142,212,320,674
Orange,224,President,,LPF,Jo Jorgensen,,,,16
Orange,224,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,224,President,,PSL,Gloria La Riva,,,,0
Orange,224,President,,GRE,Howie Hawkins,,,,3
Orange,224,President,,CPF,Don Blankenship,,,,0
Orange,224,President,,,WRITE-IN,,,,4
Orange,224,President,,,OVER VOTES,,,,3
Orange,224,President,,,UNDER VOTES,,,,3
Orange,225,President,,REP,Donald J. Trump,,,,544
Orange,225,President,,DEM,Joseph R. Biden,,,,2360
Orange,225,President,,LPF,Jo Jorgensen,,,,10
Orange,225,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,225,President,,PSL,Gloria La Riva,,,,1
Orange,225,President,,GRE,Howie Hawkins,,,,6
Orange,225,President,,CPF,Don Blankenship,,,,0
Orange,225,President,,,WRITE-IN,,,,7
Orange,225,President,,,OVER VOTES,,,,9
Orange,225,President,,,UNDER VOTES,,,,1
Orange,226,President,,REP,Donald J. Trump,109,175,115,399
Orange,226,President,,DEM,Joseph R. Biden,,,,1105
Orange,226,President,,LPF,Jo Jorgensen,,,,9
Orange,226,President,,REF,"Roque ""Rocky"" De La Fuente",,,,2
Orange,226,President,,PSL,Gloria La Riva,,,,0
Orange,226,President,,GRE,Howie Hawkins,,,,1
Orange,226,President,,CPF,Don Blankenship,,,,0
Orange,226,President,,,WRITE-IN,,,,4
Orange,226,President,,,OVER VOTES,,,,7
Orange,226,President,,,UNDER VOTES,,,,8
Orange,227,President,,REP,Donald J. Trump,297,538,332,1167
Orange,227,President,,DEM,Joseph R. Biden,257,850,955,2062
Orange,227,President,,LPF,Jo Jorgensen,,,,15
Orange,227,President,,REF,"Roque ""Rocky"" De La Fuente",,,,3
Orange,227,President,,PSL,Gloria La Riva,,,,2
Orange,227,President,,GRE,Howie Hawkins,,,,6
Orange,227,President,,CPF,Don Blankenship,,,,5
Orange,227,President,,,WRITE-IN,,,,14
Orange,227,President,,,OVER VOTES,,,,8
Orange,227,President,,,UNDER VOTES,,,,6
Orange,228,President,,REP,Donald J. Trump,,,,990
Orange,228,President,,DEM,Joseph R. Biden,195,398,572,1165
Orange,228,President,,LPF,Jo Jorgensen,,,,7
Orange,228,President,,REF,"Roque ""Rocky"" De La Fuente",,,,2
Orange,228,President,,PSL,Gloria La Riva,,,,1
Orange,228,President,,GRE,Howie Hawkins,,,,1
Orange,228,President,,CPF,Don Blankenship,,,,0
Orange,228,President,,,WRITE-IN,,,,5
Orange,228,President,,,OVER VOTES,,,,7
Orange,228,President,,,UNDER VOTES,,,,6
Orange,229,President,,REP,Donald J. Trump,321,642,512,1475
Orange,229,President,,DEM,Joseph R. Biden,186,561,734,1481
Orange,229,President,,LPF,Jo Jorgensen,,,,28
Orange,229,President,,REF,"Roque ""Rocky"" De La Fuente",,,,2
Orange,229,President,,PSL,Gloria La Riva,,,,3
Orange,229,President,,GRE,Howie Hawkins,,,,4
Orange,229,President,,CPF,Don Blankenship,,,,1
Orange,229,President,,,WRITE-IN,,,,6
Orange,229,President,,,OVER VOTES,,,,10
Orange,229,President,,,UNDER VOTES,,,,6
Orange,230,President,,REP,Donald J. Trump,111,159,143,413
Orange,230,President,,DEM,Joseph R. Biden,89,148,154,391
Orange,230,President,,LPF,Jo Jorgensen,,,,7
Orange,230,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,230,President,,PSL,Gloria La Riva,,,,3
Orange,230,President,,GRE,Howie Hawkins,,,,1
Orange,230,President,,CPF,Don Blankenship,,,,1
Orange,230,President,,,WRITE-IN,,,,3
Orange,230,President,,,OVER VOTES,,,,5
Orange,230,President,,,UNDER VOTES,,,,3
Orange,231,President,,REP,Donald J. Trump,215,242,165,622
Orange,231,President,,DEM,Joseph R. Biden,192,384,405,981
Orange,231,President,,LPF,Jo Jorgensen,,,,14
Orange,231,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,231,President,,PSL,Gloria La Riva,,,,1
Orange,231,President,,GRE,Howie Hawkins,,,,4
Orange,231,President,,CPF,Don Blankenship,,,,0
Orange,231,President,,,WRITE-IN,,,,5
Orange,231,President,,,OVER VOTES,,,,6
Orange,231,President,,,UNDER VOTES,,,,4
Orange,232,President,,REP,Donald J. Trump,417,826,693,1936
Orange,232,President,,DEM,Joseph R. Biden,200,802,1039,2041
Orange,232,President,,LPF,Jo Jorgensen,,,,19
Orange,232,President,,REF,"Roque ""Rocky"" De La Fuente",,,,3
Orange,232,President,,PSL,Gloria La Riva,,,,1
Orange,232,President,,GRE,Howie Hawkins,,,,4
Orange,232,President,,CPF,Don Blankenship,,,,2
Orange,232,President,,,WRITE-IN,,,,7
Orange,232,President,,,OVER VOTES,,,,5
Orange,232,President,,,UNDER VOTES,,,,7
Orange,233,President,,REP,Donald J. Trump,310,412,329,1051
Orange,233,President,,DEM,Joseph R. Biden,215,639,724,1578
Orange,233,President,,LPF,Jo Jorgensen,,,,14
Orange,233,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,233,President,,PSL,Gloria La Riva,,,,2
Orange,233,President,,GRE,Howie Hawkins,,,,6
Orange,233,President,,CPF,Don Blankenship,,,,3
Orange,233,President,,,WRITE-IN,,,,5
Orange,233,President,,,OVER VOTES,,,,12
Orange,233,President,,,UNDER VOTES,,,,11
Orange,234,President,,REP,Donald J. Trump,,,,1926
Orange,234,President,,DEM,Joseph R. Biden,,,,1343
Orange,234,President,,LPF,Jo Jorgensen,,,,18
Orange,234,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,234,President,,PSL,Gloria La Riva,,,,0
Orange,234,President,,GRE,Howie Hawkins,,,,5
Orange,234,President,,CPF,Don Blankenship,,,,0
Orange,234,President,,,WRITE-IN,,,,19
Orange,234,President,,,OVER VOTES,,,,6
Orange,234,President,,,UNDER VOTES,,,,9
Orange,235,President,,REP,Donald J. Trump,499,728,618,1845
Orange,235,President,,DEM,Joseph R. Biden,181,422,722,1325
Orange,235,President,,LPF,Jo Jorgensen,,,,20
Orange,235,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,235,President,,PSL,Gloria La Riva,,,,1
Orange,235,President,,GRE,Howie Hawkins,,,,3
Orange,235,President,,CPF,Don Blankenship,,,,1
Orange,235,President,,,WRITE-IN,,,,5
Orange,235,President,,,OVER VOTES,,,,1
Orange,235,President,,,UNDER VOTES,,,,5
Orange,236,President,,REP,Donald J. Trump,391,338,248,977
Orange,236,President,,DEM,Joseph R. Biden,115,154,226,495
Orange,236,President,,LPF,Jo Jorgensen,,,,10
Orange,236,President,,REF,"Roque ""Rocky"" De La Fuente",,,,3
Orange,236,President,,PSL,Gloria La Riva,,,,2
Orange,236,President,,GRE,Howie Hawkins,,,,4
Orange,236,President,,CPF,Don Blankenship,,,,1
Orange,236,President,,,WRITE-IN,,,,7
Orange,236,President,,,OVER VOTES,,,,0
Orange,236,President,,,UNDER VOTES,,,,2
Orange,237,President,,REP,Donald J. Trump,,,,1574
Orange,237,President,,DEM,Joseph R. Biden,127,484,704,1315
Orange,237,President,,LPF,Jo Jorgensen,,,,16
Orange,237,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,237,President,,PSL,Gloria La Riva,,,,3
Orange,237,President,,GRE,Howie Hawkins,,,,5
Orange,237,President,,CPF,Don Blankenship,,,,1
Orange,237,President,,,WRITE-IN,,,,10
Orange,237,President,,,OVER VOTES,,,,2
Orange,237,President,,,UNDER VOTES,,,,6
Orange,238,President,,REP,Donald J. Trump,518,866,848,2232
Orange,238,President,,DEM,Joseph R. Biden,,,,1630
Orange,238,President,,LPF,Jo Jorgensen,,,,28
Orange,238,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,238,President,,PSL,Gloria La Riva,,,,1
Orange,238,President,,GRE,Howie Hawkins,,,,4
Orange,238,President,,CPF,Don Blankenship,,,,0
Orange,238,President,,,WRITE-IN,,,,14
Orange,238,President,,,OVER VOTES,,,,4
Orange,238,President,,,UNDER VOTES,,,,6
Orange,239,President,,REP,Donald J. Trump,621,736,648,2005
Orange,239,President,,DEM,Joseph R. Biden,251,440,782,1473
Orange,239,President,,LPF,Jo Jorgensen,,,,26
Orange,239,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,239,President,,PSL,Gloria La Riva,,,,1
Orange,239,President,,GRE,Howie Hawkins,,,,1
Orange,239,President,,CPF,Don Blankenship,,,,1
Orange,239,President,,,WRITE-IN,,,,13
Orange,239,President,,,OVER VOTES,,,,5
Orange,239,President,,,UNDER VOTES,,,,9
Orange,240,President,,REP,Donald J. Trump,363,694,421,1478
Orange,240,President,,DEM,Joseph R. Biden,350,1170,1171,2691
Orange,240,President,,LPF,Jo Jorgensen,,,,36
Orange,240,President,,REF,"Roque ""Rocky"" De La Fuente",,,,3
Orange,240,President,,PSL,Gloria La Riva,,,,0
Orange,240,President,,GRE,Howie Hawkins,,,,6
Orange,240,President,,CPF,Don Blankenship,,,,1
Orange,240,President,,,WRITE-IN,,,,9
Orange,240,President,,,OVER VOTES,,,,14
Orange,240,President,,,UNDER VOTES,,,,13
Orange,301,President,,REP,Donald J. Trump,122,247,212,581
Orange,301,President,,DEM,Joseph R. Biden,119,495,721,1335
Orange,301,President,,LPF,Jo Jorgensen,,,,15
Orange,301,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,301,President,,PSL,Gloria La Riva,,,,3
Orange,301,President,,GRE,Howie Hawkins,,,,1
Orange,301,President,,CPF,Don Blankenship,,,,0
Orange,301,President,,,WRITE-IN,,,,7
Orange,301,President,,,OVER VOTES,,,,9
Orange,301,President,,,UNDER VOTES,,,,2
Orange,302,President,,REP,Donald J. Trump,195,489,329,1013
Orange,302,President,,DEM,Joseph R. Biden,,,,1577
Orange,302,President,,LPF,Jo Jorgensen,,,,22
Orange,302,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,302,President,,PSL,Gloria La Riva,,,,2
Orange,302,President,,GRE,Howie Hawkins,,,,4
Orange,302,President,,CPF,Don Blankenship,,,,1
Orange,302,President,,,WRITE-IN,,,,11
Orange,302,President,,,OVER VOTES,,,,1
Orange,302,President,,,UNDER VOTES,,,,7
Orange,303,President,,REP,Donald J. Trump,217,416,354,987
Orange,303,President,,DEM,Joseph R. Biden,162,738,1038,1938
Orange,303,President,,LPF,Jo Jorgensen,,,,32
Orange,303,President,,REF,"Roque ""Rocky"" De La Fuente",,,,2
Orange,303,President,,PSL,Gloria La Riva,,,,2
Orange,303,President,,GRE,Howie Hawkins,,,,5
Orange,303,President,,CPF,Don Blankenship,,,,1
Orange,303,President,,,WRITE-IN,,,,12
Orange,303,President,,,OVER VOTES,,,,0
Orange,303,President,,,UNDER VOTES,,,,8
Orange,304,President,,REP,Donald J. Trump,,,,1175
Orange,304,President,,DEM,Joseph R. Biden,,,,1867
Orange,304,President,,LPF,Jo Jorgensen,,,,20
Orange,304,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,304,President,,PSL,Gloria La Riva,,,,6
Orange,304,President,,GRE,Howie Hawkins,,,,8
Orange,304,President,,CPF,Don Blankenship,,,,2
Orange,304,President,,,WRITE-IN,,,,11
Orange,304,President,,,OVER VOTES,,,,1
Orange,304,President,,,UNDER VOTES,,,,6
Orange,305,President,,REP,Donald J. Trump,339,347,397,1083
Orange,305,President,,DEM,Joseph R. Biden,259,443,796,1498
Orange,305,President,,LPF,Jo Jorgensen,,,,27
Orange,305,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,305,President,,PSL,Gloria La Riva,,,,2
Orange,305,President,,GRE,Howie Hawkins,,,,7
Orange,305,President,,CPF,Don Blankenship,,,,1
Orange,305,President,,,WRITE-IN,,,,11
Orange,305,President,,,OVER VOTES,,,,20
Orange,305,President,,,UNDER VOTES,,,,11
Orange,306,President,,REP,Donald J. Trump,,,,972
Orange,306,President,,DEM,Joseph R. Biden,330,494,806,1630
Orange,306,President,,LPF,Jo Jorgensen,,,,15
Orange,306,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,306,President,,PSL,Gloria La Riva,,,,3
Orange,306,President,,GRE,Howie Hawkins,,,,8
Orange,306,President,,CPF,Don Blankenship,,,,0
Orange,306,President,,,WRITE-IN,,,,11
Orange,306,President,,,OVER VOTES,,,,16
Orange,306,President,,,UNDER VOTES,,,,6
Orange,307,President,,REP,Donald J. Trump,295,561,297,1153
Orange,307,President,,DEM,Joseph R. Biden,,,,2372
Orange,307,President,,LPF,Jo Jorgensen,,,,32
Orange,307,President,,REF,"Roque ""Rocky"" De La Fuente",,,,4
Orange,307,President,,PSL,Gloria La Riva,,,,4
Orange,307,President,,GRE,Howie Hawkins,,,,14
Orange,307,President,,CPF,Don Blankenship,,,,0
Orange,307,President,,,WRITE-IN,,,,15
Orange,307,President,,,OVER VOTES,,,,11
Orange,307,President,,,UNDER VOTES,,,,7
Orange,308,President,,REP,Donald J. Trump,158,283,181,622
Orange,308,President,,DEM,Joseph R. Biden,136,325,422,883
Orange,308,President,,LPF,Jo Jorgensen,,,,14
Orange,308,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,308,President,,PSL,Gloria La Riva,,,,2
Orange,308,President,,GRE,Howie Hawkins,,,,8
Orange,308,President,,CPF,Don Blankenship,,,,1
Orange,308,President,,,WRITE-IN,,,,6
Orange,308,President,,,OVER VOTES,,,,9
Orange,308,President,,,UNDER VOTES,,,,4
Orange,309,President,,REP,Donald J. Trump,189,363,252,804
Orange,309,President,,DEM,Joseph R. Biden,,,,1250
Orange,309,President,,LPF,Jo Jorgensen,,,,17
Orange,309,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,309,President,,PSL,Gloria La Riva,,,,2
Orange,309,President,,GRE,Howie Hawkins,,,,3
Orange,309,President,,CPF,Don Blankenship,,,,1
Orange,309,President,,,WRITE-IN,,,,9
Orange,309,President,,,OVER VOTES,,,,9
Orange,309,President,,,UNDER VOTES,,,,7
Orange,310,President,,REP,Donald J. Trump,54,87,88,229
Orange,310,President,,DEM,Joseph R. Biden,80,175,230,485
Orange,310,President,,LPF,Jo Jorgensen,,,,6
Orange,310,President,,REF,"Roque ""Rocky"" De La Fuente",,,,1
Orange,310,President,,PSL,Gloria La Riva,,,,2
Orange,310,President,,GRE,Howie Hawkins,,,,2
Orange,310,President,,CPF,Don Blankenship,,,,0
Orange,310,President,,,WRITE-IN,,,,1
Orange,310,President,,,OVER VOTES,,,,2
Orange,310,President,,,UNDER VOTES,,,,2
Orange,311,President,,REP,Donald J. Trump,297,528,325,1150
Orange,311,President,,DEM,Joseph R. Biden,,,,1157
Orange,311,President,,LPF,Jo Jorgensen,,,,26
Orange,311,President,,REF,"Roque ""Rocky"" De La Fuente",,,,0
Orange,311,President,,PSL,Gloria La Riva,,,,2
Orange,311,President,,GRE,Howie Hawkins,,,,4
Orange,311,President,,CPF,Don Blankenship,,,,1
Orange,311,President,,,WRITE-IN,,,,8
Orange,311,President,,,OVER VOTES,,,,9
Orange,311,President,,,UNDER VOTES,,,,7
Orange,312,President,,REP,Donald J. Trump,233,723,458,1414
Orange,312,President,,DEM,Joseph R. Biden,,,,1754
Orange,312,President,,LPF,Jo Jorgensen,,,,27
Orange,312,President,,REF,"Roque ""Rocky"" De La Fuente",,,,4
Orange,312,President,,PSL,Gloria La Riva,,,,1
Orange,312,President,,GRE,Howie Hawkins,,,,20
Orange,312,President,,CPF,Don Blankenship,,,,0
Orange,312,President,,,WRITE-IN,,,,10
Orange,312,President,,,OVER VOTES,,,,10
Orange,312,President,,,UNDER VOTES,,,,6
Orange,313,President,,REP,Donald J. Trump,170,278,221,669
Orange,313,President,,DEM,Joseph R. Biden,157,351,528,1036
Orange,313,President,,LPF,Jo Jorgensen,,,,14
Orange,313,President,,REF,"Roque ""Rocky"" De La Fuente",,,,2
Orange,313,President,,PSL,Gloria La Riva,,,,2
Orange,313,President,,GRE,Howie Hawkins,,,,4
Orange,313,President,,CPF,Don Blankenship,,,,1
Orange,313,President,,,WRITE-IN,,,,5
Orange,313,President,,,OVER VOTES,,,,8
Orange,313,President,,,UNDER VOTES,,,,5
Orange,314,President,,REP,Donald J. Trump,304,472,392,1168
Orange,314,President,,DEM,Joseph R. Biden,,,,2068
Orange,314,President,,LPF,Jo Jorgensen,,,,22
Orange,314,President,,REF,"Roque ""Rocky"" De La Fuente",,,,2
Orange,314,President,,PSL,Gloria La Riva,,,,6
Orange,314,President,,GRE,Howie Hawkins,,,,7
Orange,314,President,,CPF,Don Blankenship,,,,5
