county,office,district,candidate,party,precinct,provisional,absentee,early_voting,election_day,votes
Gadsden,President,,Jo Jorgensen,LPF,Pre 1 Centenary United Methodi,,,,,3
Gadsden,President,,Jo Jorgensen,LPF,Pre 2 Havana Public Library,,,,,8
Gadsden,President,,Jo Jorgensen,LPF,Pre 3 Concordia Baptist Church,,,,,10
Gadsden,President,,Jo Jorgensen,LPF,Pre 4 Eugene Lamb Recreation C,,,,,8
Gadsden,President,,Jo Jorgensen,LPF,Pre 5 Quincy Recreation Center,,,,,4
Gadsden,President,,Jo Jorgensen,LPF,Pre 6 Wetumpka Fire Department,,,,,8
Gadsden,President,,Jo Jorgensen,LPF,Pre 7 Union Chapel AME Church,,,,,2
Gadsden,President,,Jo Jorgensen,LPF,Pre 8 Sycamore Methodist Churc,0,0,0,0,0
Gadsden,President,,Jo Jorgensen,LPF,Pre 9 Chattahoochee Recreation,,,,,6
Gadsden,President,,Jo Jorgensen,LPF,Pre 10 Mt. Pleasant Fire Depar,,,,,4
Gadsden,President,,Jo Jorgensen,LPF,Pre 11 Gretna Town Hall,,,,,6
Gadsden,President,,Jo Jorgensen,LPF,Pre 12 Greensboro Town Hall,,,,,7
Gadsden,President,,Jo Jorgensen,LPF,Pre 13 FAMU Research Center,,,,,2
Gadsden,President,,Jo Jorgensen,LPF,Pre 14 Shiloh Church,,,,,8
Gadsden,President,,Jo Jorgensen,LPF,Pre 15 St. James Baptist Churc,,,,,3
Gadsden,President,,Jo Jorgensen,LPF,Pre 16 National Guard Armory,,,,,3
Gadsden,President,,Jo Jorgensen,LPF,Pre 17 New Bethel AME Church,0,0,0,0,0
Gadsden,President,,Jo Jorgensen,LPF,Pre 18 St. Matthew Primitive B,,,,,3
Gadsden,President,,Jo Jorgensen,LPF,Pre 19 Hopewell Church,,,,,3
Gadsden,President,,Jo Jorgensen,LPF,Pre 20 Assembly of God,,,,,2
Gadsden,President,,Jo Jorgensen,LPF,Pre 21 Green Shade AME Church,,,,,3
Gadsden,President,,Jo Jorgensen,LPF,Pre 22 Second Elizabeth Church,0,0,0,0,0
Gadsden,President,,Jo Jorgensen,LPF,Pre 23 New Direction Christian,,,,,2
Gadsden,President,,Jo Jorgensen,LPF,Pre 24 St. Joseph Missionary B,0,0,0,0,0
Gadsden,President,,Jo Jorgensen,LPF,Pre 25 Elizabeth AME Church,,,,,1
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 1 Centenary United Methodi,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 2 Havana Public Library,,,,,1
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 3 Concordia Baptist Church,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 4 Eugene Lamb Recreation C,,,,,2
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 5 Quincy Recreation Center,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 6 Wetumpka Fire Department,,,,,1
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 7 Union Chapel AME Church,,,,,2
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 8 Sycamore Methodist Churc,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 9 Chattahoochee Recreation,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 10 Mt. Pleasant Fire Depar,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 11 Gretna Town Hall,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 12 Greensboro Town Hall,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 13 FAMU Research Center,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 14 Shiloh Church,,,,,1
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 15 St. James Baptist Churc,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 16 National Guard Armory,,,,,1
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 17 New Bethel AME Church,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 18 St. Matthew Primitive B,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 19 Hopewell Church,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 20 Assembly of God,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 21 Green Shade AME Church,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 22 Second Elizabeth Church,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 23 New Direction Christian,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 24 St. Joseph Missionary B,0,0,0,0,0
Gadsden,President,,"Roque ""Rocky"" De La Fuente",REF,Pre 25 Elizabeth AME Church,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 1 Centenary United Methodi,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 2 Havana Public Library,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 3 Concordia Baptist Church,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 4 Eugene Lamb Recreation C,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 5 Quincy Recreation Center,,,,,3
Gadsden,President,,Gloria La Riva,PSL,Pre 6 Wetumpka Fire Department,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 7 Union Chapel AME Church,,,,,1
Gadsden,President,,Gloria La Riva,PSL,Pre 8 Sycamore Methodist Churc,,,,,1
Gadsden,President,,Gloria La Riva,PSL,Pre 9 Chattahoochee Recreation,,,,,1
Gadsden,President,,Gloria La Riva,PSL,Pre 10 Mt. Pleasant Fire Depar,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 11 Gretna Town Hall,,,,,1
Gadsden,President,,Gloria La Riva,PSL,Pre 12 Greensboro Town Hall,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 13 FAMU Research Center,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 14 Shiloh Church,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 15 St. James Baptist Churc,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 16 National Guard Armory,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 17 New Bethel AME Church,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 18 St. Matthew Primitive B,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 19 Hopewell Church,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 20 Assembly of God,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 21 Green Shade AME Church,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 22 Second Elizabeth Church,0,0,0,0,0
Gadsden,President,,Gloria La Riva,PSL,Pre 23 New Direction Christian,,,,,2
Gadsden,President,,Gloria La Riva,PSL,Pre 24 St. Joseph Missionary B,,,,,1
Gadsden,President,,Gloria La Riva,PSL,Pre 25 Elizabeth AME Church,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 1 Centenary United Methodi,,,,,3
Gadsden,President,,Howie Hawkins,GRE,Pre 2 Havana Public Library,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 3 Concordia Baptist Church,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 4 Eugene Lamb Recreation C,,,,,1
Gadsden,President,,Howie Hawkins,GRE,Pre 5 Quincy Recreation Center,,,,,1
Gadsden,President,,Howie Hawkins,GRE,Pre 6 Wetumpka Fire Department,,,,,2
Gadsden,President,,Howie Hawkins,GRE,Pre 7 Union Chapel AME Church,,,,,2
Gadsden,President,,Howie Hawkins,GRE,Pre 8 Sycamore Methodist Churc,,,,,1
Gadsden,President,,Howie Hawkins,GRE,Pre 9 Chattahoochee Recreation,,,,,1
Gadsden,President,,Howie Hawkins,GRE,Pre 10 Mt. Pleasant Fire Depar,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 11 Gretna Town Hall,,,,,2
Gadsden,President,,Howie Hawkins,GRE,Pre 12 Greensboro Town Hall,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 13 FAMU Research Center,,,,,1
Gadsden,President,,Howie Hawkins,GRE,Pre 14 Shiloh Church,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 15 St. James Baptist Churc,,,,,2
Gadsden,President,,Howie Hawkins,GRE,Pre 16 National Guard Armory,,,,,2
Gadsden,President,,Howie Hawkins,GRE,Pre 17 New Bethel AME Church,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 18 St. Matthew Primitive B,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 19 Hopewell Church,,,,,2
Gadsden,President,,Howie Hawkins,GRE,Pre 20 Assembly of God,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 21 Green Shade AME Church,,,,,1
Gadsden,President,,Howie Hawkins,GRE,Pre 22 Second Elizabeth Church,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 23 New Direction Christian,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 24 St. Joseph Missionary B,0,0,0,0,0
Gadsden,President,,Howie Hawkins,GRE,Pre 25 Elizabeth AME Church,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 1 Centenary United Methodi,,,,,4
Gadsden,President,,Don Blankenship,CPF,Pre 2 Havana Public Library,,,,,3
Gadsden,President,,Don Blankenship,CPF,Pre 3 Concordia Baptist Church,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 4 Eugene Lamb Recreation C,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 5 Quincy Recreation Center,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 6 Wetumpka Fire Department,,,,,1
Gadsden,President,,Don Blankenship,CPF,Pre 7 Union Chapel AME Church,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 8 Sycamore Methodist Churc,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 9 Chattahoochee Recreation,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 10 Mt. Pleasant Fire Depar,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 11 Gretna Town Hall,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 12 Greensboro Town Hall,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 13 FAMU Research Center,,,,,1
Gadsden,President,,Don Blankenship,CPF,Pre 14 Shiloh Church,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 15 St. James Baptist Churc,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 16 National Guard Armory,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 17 New Bethel AME Church,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 18 St. Matthew Primitive B,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 19 Hopewell Church,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 20 Assembly of God,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 21 Green Shade AME Church,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 22 Second Elizabeth Church,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 23 New Direction Christian,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 24 St. Joseph Missionary B,0,0,0,0,0
Gadsden,President,,Don Blankenship,CPF,Pre 25 Elizabeth AME Church,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 1 Centenary United Methodi,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 2 Havana Public Library,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 3 Concordia Baptist Church,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 4 Eugene Lamb Recreation C,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 5 Quincy Recreation Center,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 6 Wetumpka Fire Department,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 7 Union Chapel AME Church,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 8 Sycamore Methodist Churc,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 9 Chattahoochee Recreation,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 10 Mt. Pleasant Fire Depar,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 11 Gretna Town Hall,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 12 Greensboro Town Hall,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 13 FAMU Research Center,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 14 Shiloh Church,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 15 St. James Baptist Churc,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 16 National Guard Armory,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 17 New Bethel AME Church,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 18 St. Matthew Primitive B,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 19 Hopewell Church,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 20 Assembly of God,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 21 Green Shade AME Church,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 22 Second Elizabeth Church,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 23 New Direction Christian,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 24 St. Joseph Missionary B,0,0,0,0,0
Gadsden,President,,WRITE-IN,NON,Pre 25 Elizabeth AME Church,0,0,0,0,0
Gadsden,U.S. House,5,Gary Adler,REP,Pre 1 Centenary United Methodi,0,99,199,117,415
Gadsden,U.S. House,5,Gary Adler,REP,Pre 2 Havana Public Library,0,115,341,87,543
Gadsden,U.S. House,5,Gary Adler,REP,Pre 3 Concordia Baptist Church,0,86,244,139,469
Gadsden,U.S. House,5,Gary Adler,REP,Pre 4 Eugene Lamb Recreation C,0,79,179,62,320
Gadsden,U.S. House,5,Gary Adler,REP,Pre 5 Quincy Recreation Center,0,62,59,36,157
Gadsden,U.S. House,5,Gary Adler,REP,Pre 6 Wetumpka Fire Department,0,99,198,318,615
Gadsden,U.S. House,5,Gary Adler,REP,Pre 7 Union Chapel AME Church,,,,,198
Gadsden,U.S. House,5,Gary Adler,REP,Pre 8 Sycamore Methodist Churc,0,56,105,160,321
Gadsden,U.S. House,5,Gary Adler,REP,Pre 9 Chattahoochee Recreation,0,108,256,90,454
Gadsden,U.S. House,5,Gary Adler,REP,Pre 10 Mt. Pleasant Fire Depar,,,,,124
Gadsden,U.S. House,5,Gary Adler,REP,Pre 11 Gretna Town Hall,0,53,77,60,190
Gadsden,U.S. House,5,Gary Adler,REP,Pre 12 Greensboro Town Hall,,,,,279
Gadsden,U.S. House,5,Gary Adler,REP,Pre 13 FAMU Research Center,,,,,59
Gadsden,U.S. House,5,Gary Adler,REP,Pre 14 Shiloh Church,0,44,184,90,318
Gadsden,U.S. House,5,Gary Adler,REP,Pre 15 St. James Baptist Churc,0,121,314,218,653
Gadsden,U.S. House,5,Gary Adler,REP,Pre 16 National Guard Armory,,,,,115
Gadsden,U.S. House,5,Gary Adler,REP,Pre 17 New Bethel AME Church,,,,,48
Gadsden,U.S. House,5,Gary Adler,REP,Pre 18 St. Matthew Primitive B,,,,,146
Gadsden,U.S. House,5,Gary Adler,REP,Pre 19 Hopewell Church,0,127,326,101,554
Gadsden,U.S. House,5,Gary Adler,REP,Pre 20 Assembly of God,0,75,237,92,404
Gadsden,U.S. House,5,Gary Adler,REP,Pre 21 Green Shade AME Church,0,30,75,53,158
Gadsden,U.S. House,5,Gary Adler,REP,Pre 22 Second Elizabeth Church,,,,,109
Gadsden,U.S. House,5,Gary Adler,REP,Pre 23 New Direction Christian,0,43,67,45,155
Gadsden,U.S. House,5,Gary Adler,REP,Pre 24 St. Joseph Missionary B,,,,,8
Gadsden,U.S. House,5,Gary Adler,REP,Pre 25 Elizabeth AME Church,,,,,63
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 1 Centenary United Methodi,0,325,319,115,759
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 2 Havana Public Library,0,542,594,191,1327
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 3 Concordia Baptist Church,0,146,173,73,392
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 4 Eugene Lamb Recreation C,,,,,2034
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 5 Quincy Recreation Center,0,825,811,334,1970
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 6 Wetumpka Fire Department,0,142,119,138,399
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 7 Union Chapel AME Church,0,211,184,166,561
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 8 Sycamore Methodist Churc,0,66,72,74,212
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 9 Chattahoochee Recreation,0,301,359,153,813
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 10 Mt. Pleasant Fire Depar,0,83,95,111,289
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 11 Gretna Town Hall,0,363,393,268,1024
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 12 Greensboro Town Hall,0,108,88,138,334
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 13 FAMU Research Center,,,,,1064
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 14 Shiloh Church,0,156,193,101,450
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 15 St. James Baptist Churc,0,158,141,58,357
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 16 National Guard Armory,,,,,705
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 17 New Bethel AME Church,,,,,789
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 18 St. Matthew Primitive B,,,,,656
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 19 Hopewell Church,0,220,252,73,545
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 20 Assembly of God,,,,,432
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 21 Green Shade AME Church,0,113,93,60,266
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 22 Second Elizabeth Church,,,,,424
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 23 New Direction Christian,0,137,168,92,397
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 24 St. Joseph Missionary B,0,112,114,121,347
Gadsden,U.S. House,5,Al Lawson,DEM,Pre 25 Elizabeth AME Church,0,88,90,59,237
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 1 Centenary United Methodi,0,126,218,133,477
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 2 Havana Public Library,0,154,372,97,623
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 3 Concordia Baptist Church,0,85,257,142,484
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 4 Eugene Lamb Recreation C,0,101,227,81,409
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 5 Quincy Recreation Center,0,97,114,60,271
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 6 Wetumpka Fire Department,0,100,213,343,656
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 7 Union Chapel AME Church,,,,,229
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 8 Sycamore Methodist Churc,0,60,112,171,343
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 9 Chattahoochee Recreation,0,139,279,112,530
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 10 Mt. Pleasant Fire Depar,0,31,52,62,145
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 11 Gretna Town Hall,0,64,94,80,238
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 12 Greensboro Town Hall,,,,,313
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 13 FAMU Research Center,,,,,110
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 14 Shiloh Church,0,50,195,104,349
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 15 St. James Baptist Churc,0,122,319,224,665
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 16 National Guard Armory,0,34,69,59,162
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 17 New Bethel AME Church,,,,,83
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 18 St. Matthew Primitive B,0,31,83,54,168
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 19 Hopewell Church,0,131,344,114,589
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 20 Assembly of God,,,,,424
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 21 Green Shade AME Church,0,37,77,59,173
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 22 Second Elizabeth Church,0,32,54,43,129
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 23 New Direction Christian,0,50,84,52,186
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 24 St. Joseph Missionary B,,,,,23
Gadsden,State Senate,3,Marva Harris Preston,REP,Pre 25 Elizabeth AME Church,,,,,76
Gadsden,State Senate,3,Loranne Ausley,DEM,Pre 1 Centenary United Methodi,0,290,284,98,672
Gadsden,State Senate,3,Loranne Ausley,DEM,Pre 2 Havana Public Library,0,484,551,176,1211
Gadsden,State Senate,3,Loranne Ausley,DEM,Pre 3 Concordia Baptist Church,0,146,159,68,373
Gadsden,State Senate,3,Loranne Ausley,DEM,Pre 4 Eugene Lamb Recreation C,,,,,1907
Gadsden,State Senate,3,Loranne Ausley,DEM,Pre 5 Quincy Recreation Center,0,754,716,301,1771
Gadsden,State Senate,3,Loranne Ausley,DEM,Pre 6 Wetumpka Fire Department,0,137,98,103,338
Gadsden,State Senate,3,Loranne Ausley,DEM,Pre 7 Union Chapel AME Church,0,204,165,143,512
Gadsden,State Senate,3,Loranne Ausley,DEM,Pre 8 Sycamore Methodist Churc,0,60,63,56,179
Gadsden,State Senate,3,Loranne Ausley,DEM,Pre 9 Chattahoochee Recreation,0,267,313,127,707
